"Permit Number","Permit Name","DBA","Class","Class Issue Status","Date Of Action","Street1","Street2","City","State","Zip","City/Twp of Premises","County","Agency Number","Quota Exempt Class","Site Location Vote"
"4176025","JUDSON SERVICES","DBA JUDSON PARK BLDG 1 6TH FL DINING RM UNIT","D1","ISSUED","2/9/2023","2181 AMBLESIDE DR & PATIO","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4408011","JUICY SEAFOOD & WING CLEVELAND INC","DBA JUICY SEAFOOD","D1","ISSUED","11/9/2022","8005 & 8011 EUCLID AVE","","CLEVELAND","OH","44103","CLEVELAND","CUYAHOGA","00941","NOT A QUOTA EXEMPT CLASS","NO"
"4410995","JUNAK ENTERPRISES INC","DBA ANDYS HOT SPOT","D5","ISSUED","3/5/1993","9501 DENISON AV 1ST FL","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"4410995","JUNAK ENTERPRISES INC","DBA ANDYS HOT SPOT","D6","ISSUED","3/5/1993","9501 DENISON AV 1ST FL","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"0798867","JUNEBERRY LLC","","D1","ISSUED","3/22/2022","3900 LORAIN AVE 1ST FL & BSMT","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","TRANSFER EXEMPT","NO"
"0798867","JUNEBERRY LLC","","D2","ISSUED","3/22/2022","3900 LORAIN AVE 1ST FL & BSMT","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","TRANSFER EXEMPT","NO"
"0798867","JUNEBERRY LLC","","D3","ISSUED","3/22/2022","3900 LORAIN AVE 1ST FL & BSMT","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","TRANSFER EXEMPT","NO"
"0798867","JUNEBERRY LLC","","D6","ISSUED","12/29/2022","3900 LORAIN AVE 1ST FL & BSMT","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","YES"
"44169950005","JUSTIN HUGHES LLC","","D5","ISSUED","2/21/2013","806 LITERARY","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"44169950005","JUSTIN HUGHES LLC","","D6","ISSUED","2/21/2013","806 LITERARY","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"4410435","JZ RESTAURANT GROUP INC","DBA SEAFOOD SHAKE","D1","ISSUED","7/5/2017","1844-52 COVENTRY RD 1ST FL & BSMT","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00969","NOT A QUOTA EXEMPT CLASS","NO"
"4410435","JZ RESTAURANT GROUP INC","DBA SEAFOOD SHAKE","D2","ISSUED","7/5/2017","1844-52 COVENTRY RD 1ST FL & BSMT","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00969","NOT A QUOTA EXEMPT CLASS","NO"
"4410435","JZ RESTAURANT GROUP INC","DBA SEAFOOD SHAKE","D3","ISSUED","7/5/2017","1844-52 COVENTRY RD 1ST FL & BSMT","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00969","NOT A QUOTA EXEMPT CLASS","NO"
"4410435","JZ RESTAURANT GROUP INC","DBA SEAFOOD SHAKE","D3A","ISSUED","7/5/2017","1844-52 COVENTRY RD 1ST FL & BSMT","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00969","NOT A QUOTA EXEMPT CLASS","NO"
"4410435","JZ RESTAURANT GROUP INC","DBA SEAFOOD SHAKE","D6","ISSUED","7/5/2017","1844-52 COVENTRY RD 1ST FL & BSMT","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00969","NOT A QUOTA EXEMPT CLASS","NO"
"44104350005","JZ RESTAURANT GROUP INC","DBA COVENTRY PANINIS & PATIO","D5","ISSUED","12/30/2021","1825 COVENTRY RD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"44104350005","JZ RESTAURANT GROUP INC","DBA COVENTRY PANINIS & PATIO","D6","ISSUED","12/30/2021","1825 COVENTRY RD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"44198790001","K & K PORTAGE MARKET INC","","C1","ISSUED","9/24/1987","3364 A WARREN RD","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"44198790001","K & K PORTAGE MARKET INC","","C2","ISSUED","9/24/1987","3364 A WARREN RD","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"44198790001","K & K PORTAGE MARKET INC","","D6","ISSUED","10/1/1990","3364 A WARREN RD","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"44218780005","K & M DELI INC","","C1","ISSUED","3/27/2014","7900 KINSMAN","","CLEVELAND","OH","44104","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4422723","K&I INC","DBA IVANHOE INN 1ST FL & BSMT","D1","ISSUED","9/13/1968","1023-25 IVANHOE RD","","CLEVELAND","OHIO","44110","CLEVELAND","CUYAHOGA","00945","NOT A QUOTA EXEMPT CLASS","NO"
"4422723","K&I INC","DBA IVANHOE INN 1ST FL & BSMT","D2","ISSUED","9/13/1968","1023-25 IVANHOE RD","","CLEVELAND","OHIO","44110","CLEVELAND","CUYAHOGA","00945","NOT A QUOTA EXEMPT CLASS","NO"
"4422723","K&I INC","DBA IVANHOE INN 1ST FL & BSMT","D3","ISSUED","9/13/1968","1023-25 IVANHOE RD","","CLEVELAND","OHIO","44110","CLEVELAND","CUYAHOGA","00945","NOT A QUOTA EXEMPT CLASS","NO"
"4422723","K&I INC","DBA IVANHOE INN 1ST FL & BSMT","D3A","ISSUED","9/13/1968","1023-25 IVANHOE RD","","CLEVELAND","OHIO","44110","CLEVELAND","CUYAHOGA","00945","NOT A QUOTA EXEMPT CLASS","NO"
"4422723","K&I INC","DBA IVANHOE INN 1ST FL & BSMT","D6","ISSUED","1/26/1971","1023-25 IVANHOE RD","","CLEVELAND","OHIO","44110","CLEVELAND","CUYAHOGA","00945","NOT A QUOTA EXEMPT CLASS","NO"
"4443420","KAISER GALLERY LLC","","D1","ISSUED","5/21/2021","2418 PROFESSOR AVE","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00925","TRANSFER EXEMPT","NO"
"4443420","KAISER GALLERY LLC","","D2","ISSUED","5/21/2021","2418 PROFESSOR AVE","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00925","TRANSFER EXEMPT","NO"
"4443420","KAISER GALLERY LLC","","D3","ISSUED","5/21/2020","2418 PROFESSOR AVE","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"4443420","KAISER GALLERY LLC","","D6","ISSUED","5/21/2020","2418 PROFESSOR AVE","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"4465658","KAMMS RED LANTERN LLC","DBA KAMMS RED LANTERN UNITS 8 & 9","D2","ISSUED","3/5/2014","17446 LORAIN AV","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","00901","NOT A QUOTA EXEMPT CLASS","NO"
"4465658","KAMMS RED LANTERN LLC","DBA KAMMS RED LANTERN UNITS 8 & 9","D2X","ISSUED","3/5/2014","17446 LORAIN AV","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","00901","NOT A QUOTA EXEMPT CLASS","NO"
"4465658","KAMMS RED LANTERN LLC","DBA KAMMS RED LANTERN UNITS 8 & 9","D3","ISSUED","3/5/2014","17446 LORAIN AV","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","00901","NOT A QUOTA EXEMPT CLASS","NO"
"4465658","KAMMS RED LANTERN LLC","DBA KAMMS RED LANTERN UNITS 8 & 9","D3A","ISSUED","3/5/2014","17446 LORAIN AV","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","00901","NOT A QUOTA EXEMPT CLASS","NO"
"4465658","KAMMS RED LANTERN LLC","DBA KAMMS RED LANTERN UNITS 8 & 9","D6","ISSUED","3/5/2014","17446 LORAIN AV","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","00901","NOT A QUOTA EXEMPT CLASS","NO"
"4466992","KAMOE & KULUBAH PLACE LLC","DBA KAMOE & KULUBAH PLACE","C1","ISSUED","4/12/2002","15601 HOLMES AV 1ST FL & BSMT","","CLEVELAND","OHIO","44110","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4466992","KAMOE & KULUBAH PLACE LLC","DBA KAMOE & KULUBAH PLACE","C2","ISSUED","4/12/2002","15601 HOLMES AV 1ST FL & BSMT","","CLEVELAND","OHIO","44110","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4466992","KAMOE & KULUBAH PLACE LLC","DBA KAMOE & KULUBAH PLACE","D6","ISSUED","4/12/2002","15601 HOLMES AV 1ST FL & BSMT","","CLEVELAND","OHIO","44110","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"44707070010","KANFAR INC","DBA TREMONT CONVENIENCE FOOD MART","C1","ISSUED","1/24/1996","2630 W 14TH ST","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"44707070010","KANFAR INC","DBA TREMONT CONVENIENCE FOOD MART","C2","ISSUED","1/24/1996","2630 W 14TH ST","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"44707070010","KANFAR INC","DBA TREMONT CONVENIENCE FOOD MART","D6","ISSUED","12/1/2021","2630 W 14TH ST","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","YES"
"4470950","KANN INC","","D2","ISSUED","10/1/1999","2523 MARKET ST 1ST FL BSMT & PATIO","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"4470950","KANN INC","","D2X","ISSUED","10/1/1999","2523 MARKET ST 1ST FL BSMT & PATIO","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"4470950","KANN INC","","D3","ISSUED","10/1/1999","2523 MARKET ST 1ST FL BSMT & PATIO","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"4470950","KANN INC","","D6","ISSUED","10/1/1999","2523 MARKET ST 1ST FL BSMT & PATIO","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"44836140010","KARAMU HOUSE INC","DBA KARAMU HOUSE","D5H","ISSUED","11/17/2014","2355 E 89TH ST PORTIONS 1ST FLR & BSMT","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4509591","KATHMANDU INC","DBA CAFE TANDOOR","D1","ISSUED","10/1/1993","2096 S TAYLOR RD & PATIO","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4509591","KATHMANDU INC","DBA CAFE TANDOOR","D2","ISSUED","10/1/1993","2096 S TAYLOR RD & PATIO","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4509591","KATHMANDU INC","DBA CAFE TANDOOR","D3","ISSUED","10/1/1993","2096 S TAYLOR RD & PATIO","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4509591","KATHMANDU INC","DBA CAFE TANDOOR","D6","ISSUED","1/26/2001","2096 S TAYLOR RD & PATIO","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"45095910010","KATHMANDU INC","DBA TASTE","D5","ISSUED","3/18/1998","2317 LEE RD & PATIO","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"45095910010","KATHMANDU INC","DBA TASTE","D6","ISSUED","4/30/1998","2317 LEE RD & PATIO","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4422556","KD MADISON INC","DBA MEGA CONVENIENT MART","C1","ISSUED","2/23/2022","9815 MADISON AV","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4422556","KD MADISON INC","DBA MEGA CONVENIENT MART","C2","ISSUED","2/23/2022","9815 MADISON AV","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4560555","KELLEYS PUB LLC","","D1","ISSUED","9/16/2014","13523 LAKEWOOD HGTS BLVD","","CLEVELAND","OH","44107","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"4560555","KELLEYS PUB LLC","","D2","ISSUED","9/16/2014","13523 LAKEWOOD HGTS BLVD","","CLEVELAND","OH","44107","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"4560555","KELLEYS PUB LLC","","D3","ISSUED","9/16/2014","13523 LAKEWOOD HGTS BLVD","","CLEVELAND","OH","44107","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"4560555","KELLEYS PUB LLC","","D3A","ISSUED","9/16/2014","13523 LAKEWOOD HGTS BLVD","","CLEVELAND","OH","44107","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"4560555","KELLEYS PUB LLC","","D6","ISSUED","9/16/2014","13523 LAKEWOOD HGTS BLVD","","CLEVELAND","OH","44107","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"4574060","KEMOS GAS INC","DBA LEE HARVARD SHELL","C1","ISSUED","5/10/2023","4060 LEE RD","","CLEVELAND","OHIO","44128","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4574060","KEMOS GAS INC","DBA LEE HARVARD SHELL","C2","ISSUED","5/10/2023","4060 LEE RD","","CLEVELAND","OHIO","44128","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4590208","KENNYS TAV INC","","D2","ISSUED","2/20/1992","4227 FULTON RD","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","00401","NOT A QUOTA EXEMPT CLASS","NO"
"4590208","KENNYS TAV INC","","D2X","ISSUED","2/20/1992","4227 FULTON RD","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","00401","NOT A QUOTA EXEMPT CLASS","NO"
"4590208","KENNYS TAV INC","","D3","ISSUED","2/20/1992","4227 FULTON RD","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","00401","NOT A QUOTA EXEMPT CLASS","NO"
"4590208","KENNYS TAV INC","","D3A","ISSUED","2/20/1992","4227 FULTON RD","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","00401","NOT A QUOTA EXEMPT CLASS","NO"
"4590208","KENNYS TAV INC","","D6","ISSUED","2/20/1992","4227 FULTON RD","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","00401","NOT A QUOTA EXEMPT CLASS","NO"
"4618591","KHALAF STAR MARKET INC","DBA STAR MARKET","C1","ISSUED","3/13/1984","3371 W 98TH ST & BSMT","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4618591","KHALAF STAR MARKET INC","DBA STAR MARKET","C2","ISSUED","3/13/1984","3371 W 98TH ST & BSMT","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4895784","KHUSHI KRUPA LLC","DBA MR CS II","C1","ISSUED","8/15/2019","5816 SUPERIOR AVE","","CLEVELAND","OHIO","44103","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4895784","KHUSHI KRUPA LLC","DBA MR CS II","C2","ISSUED","8/15/2019","5816 SUPERIOR AVE","","CLEVELAND","OHIO","44103","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4895784","KHUSHI KRUPA LLC","DBA MR CS II","D6","ISSUED","8/15/2019","5816 SUPERIOR AVE","","CLEVELAND","OHIO","44103","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","YES"
"4652205","KIMVIS INC","","C1","ISSUED","10/18/2022","4741 W 130TH ST","","CLEVELAND","OH","44135","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4652205","KIMVIS INC","","C2","ISSUED","10/18/2022","4741 W 130TH ST","","CLEVELAND","OH","44135","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4652205","KIMVIS INC","","D6","ISSUED","10/18/2022","4741 W 130TH ST","","CLEVELAND","OH","44135","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4652696","KING DELI LLC","DBA KING DELI","C1","ISSUED","11/6/2017","1ST FL & BSMT","8331 SUPERIOR AV","CLEVELAND","OH","44103","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"70781070005","KIRBY & VELMA PRICE","DBA PRICES DELICATESSEN #2","C2","ISSUED","7/31/1973","4496 E 143RD ST 1ST FL ONLY","","CLEVELAND","OHIO","44128","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"70781070005","KIRBY & VELMA PRICE","DBA PRICES DELICATESSEN #2","C2X","ISSUED","7/31/1973","4496 E 143RD ST 1ST FL ONLY","","CLEVELAND","OHIO","44128","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4793893","KOREA HOUSE RESTAURANT INC","","D2","ISSUED","9/13/2004","3700 SUPERIOR AVE 1ST FL & BSMT","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00941","NOT A QUOTA EXEMPT CLASS","NO"
"4793893","KOREA HOUSE RESTAURANT INC","","D2X","ISSUED","9/13/2004","3700 SUPERIOR AVE 1ST FL & BSMT","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00941","NOT A QUOTA EXEMPT CLASS","NO"
"4793893","KOREA HOUSE RESTAURANT INC","","D3","ISSUED","9/13/2004","3700 SUPERIOR AVE 1ST FL & BSMT","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00941","NOT A QUOTA EXEMPT CLASS","NO"
"4793893","KOREA HOUSE RESTAURANT INC","","D6","ISSUED","9/13/2004","3700 SUPERIOR AVE 1ST FL & BSMT","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00941","NOT A QUOTA EXEMPT CLASS","NO"
"4436115","KR & B INVESTMENT LLC","","D5","ISSUED","8/26/2022","9401 DENISON AVE","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00401","NOT A QUOTA EXEMPT CLASS","NO"
"4845441","KRAL & FALLER LLC","","D2","ISSUED","7/27/2012","2206 LEE RD","","CLEVELAND HEIGHTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","TRANSFER EXEMPT","NO"
"4845441","KRAL & FALLER LLC","","D2X","ISSUED","7/27/2012","2206 LEE RD","","CLEVELAND HEIGHTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","TRANSFER EXEMPT","NO"
"4845441","KRAL & FALLER LLC","","D3","ISSUED","7/27/2012","2206 LEE RD","","CLEVELAND HEIGHTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4845441","KRAL & FALLER LLC","","D3A","ISSUED","7/27/2012","2206 LEE RD","","CLEVELAND HEIGHTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4845441","KRAL & FALLER LLC","","D6","ISSUED","7/27/2012","2206 LEE RD","","CLEVELAND HEIGHTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4895593","KRUNAL INC","","C2","ISSUED","10/20/2006","4257 E 71ST ST","","CLEVELAND","OHIO","44105","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4895593","KRUNAL INC","","C2X","ISSUED","10/20/2006","4257 E 71ST ST","","CLEVELAND","OHIO","44105","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4896321","KRUPA 7 INC","DBA SNACK BOX FOOD MART","C1","ISSUED","8/14/2006","4920 MEMPHIS AV","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4896321","KRUPA 7 INC","DBA SNACK BOX FOOD MART","C2","ISSUED","8/14/2006","4920 MEMPHIS AV","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4896321","KRUPA 7 INC","DBA SNACK BOX FOOD MART","D6","ISSUED","12/19/2018","4920 MEMPHIS AV","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","YES"
"4895627","KRUPA ONE INC","DBA TONYS MARKET","C2","ISSUED","1/14/2004","3114 CLARK AV","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4895627","KRUPA ONE INC","DBA TONYS MARKET","C2X","ISSUED","1/14/2004","3114 CLARK AV","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4895627","KRUPA ONE INC","DBA TONYS MARKET","D6","ISSUED","12/3/2010","3114 CLARK AV","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","YES"
"4422120","KS KLUB LLC","DBA B SIDE LIQUOR LOUNGE WESTSIDE LOWER LEVEL & PATIO","D1","ISSUED","10/8/2003","2785 EUCLID HTS BLVD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4422120","KS KLUB LLC","DBA B SIDE LIQUOR LOUNGE WESTSIDE LOWER LEVEL & PATIO","D2","ISSUED","10/8/2003","2785 EUCLID HTS BLVD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4422120","KS KLUB LLC","DBA B SIDE LIQUOR LOUNGE WESTSIDE LOWER LEVEL & PATIO","D3","ISSUED","10/8/2003","2785 EUCLID HTS BLVD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4422120","KS KLUB LLC","DBA B SIDE LIQUOR LOUNGE WESTSIDE LOWER LEVEL & PATIO","D3A","ISSUED","10/8/2003","2785 EUCLID HTS BLVD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4422120","KS KLUB LLC","DBA B SIDE LIQUOR LOUNGE WESTSIDE LOWER LEVEL & PATIO","D6","ISSUED","10/8/2003","2785 EUCLID HTS BLVD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4901131","KSK RESTAURANTS INC","DBA PIZZA JOES & DELI","C1","ISSUED","5/11/2006","4260 FULTON RD","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"44221240001","KSM TAVERN INC","DBA GROG SHOP","D1","ISSUED","7/16/2003","2785 EUCLID HTS BLVD UPPER LEVEL","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"44221240001","KSM TAVERN INC","DBA GROG SHOP","D2","ISSUED","7/16/2003","2785 EUCLID HTS BLVD UPPER LEVEL","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"44221240001","KSM TAVERN INC","DBA GROG SHOP","D3","ISSUED","7/16/2003","2785 EUCLID HTS BLVD UPPER LEVEL","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"44221240001","KSM TAVERN INC","DBA GROG SHOP","D3A","ISSUED","7/16/2003","2785 EUCLID HTS BLVD UPPER LEVEL","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"44221240001","KSM TAVERN INC","DBA GROG SHOP","D6","ISSUED","7/16/2003","2785 EUCLID HTS BLVD UPPER LEVEL","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4957166","LA COLLINA LTD","DBA MICHAELANGELOS REST & WINE BAR 1ST FL & DECK & WALKIN COOLER","D1","ISSUED","5/18/2006","2198 MURRAY HILL RD","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4957166","LA COLLINA LTD","DBA MICHAELANGELOS REST & WINE BAR 1ST FL & DECK & WALKIN COOLER","D2","ISSUED","5/18/2006","2198 MURRAY HILL RD","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4957166","LA COLLINA LTD","DBA MICHAELANGELOS REST & WINE BAR 1ST FL & DECK & WALKIN COOLER","D3","ISSUED","5/18/2006","2198 MURRAY HILL RD","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4957166","LA COLLINA LTD","DBA MICHAELANGELOS REST & WINE BAR 1ST FL & DECK & WALKIN COOLER","D6","ISSUED","7/3/2006","2198 MURRAY HILL RD","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4957247","LA PIZZERIA & GELATORIA LLC","","D5","ISSUED","8/28/2020","2188-90 MURRAY HILL RD","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"4957247","LA PIZZERIA & GELATORIA LLC","","D6","ISSUED","8/28/2020","2188-90 MURRAY HILL RD","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
